Index,Depth,Magnitude,MaxIntensity
30557,7,2.9,1
30558,154,4.7,1
30559,50,3.3,1
30560,12,2.8,1
30561,11,2.8,1
30562,42,3.2,1
30563,6,2.4,1
30564,55,3.7,1
30566,30,4.0,1
30569,35,3.7,1
30571,4,2.6,1
30573,40,3.9,1
30576,48,2.8,1
30577,57,3.6,1
30579,54,2.7,1
30580,9,3.2,1
30581,9,2.5,1
30582,42,4.3,1
30583,47,3.3,1
30588,7,3.1,1
30589,13,2.2,1
30591,25,4.3,1
30592,7,2.3,1
30593,17,3.3,1
30594,12,2.4,1
30595,11,2.0,1
30596,12,2.0,1
30597,6,3.1,1
30598,8,3.0,1
30600,9,2.5,1
30601,30,3.7,1
30602,54,3.3,1
30603,53,3.0,1
30604,9,2.2,1
30605,54,3.1,1
30606,34,3.9,1
30607,5,3.7,1
30608,54,3.2,1
30610,45,3.4,1
30612,62,3.6,1
30613,8,2.5,1
30614,67,3.4,1
30615,44,3.7,1
30617,4,2.6,1
30619,41,5.0,1
30620,47,3.2,1
30622,22,3.4,1
30623,7,2.9,1
30624,31,3.8,1
30625,8,3.3,1
30626,9,2.2,1
30627,10,2.9,1
30628,21,2.6,1
30630,11,2.7,1
30631,12,2.5,1
30632,16,3.6,1
30633,47,3.7,1
30636,54,3.6,1
30638,5,3.5,1
30639,15,2.9,1
30640,48,2.8,1
30641,48,3.0,1
30642,31,3.2,1
30644,48,4.8,1
30646,131,3.8,1
30647,56,3.8,1
30648,11,2.4,1
30649,8,1.6,1
30650,7,2.3,1
30652,18,3.3,1
30653,17,2.9,1
30656,14,2.6,1
30658,19,2.7,1
30659,7,2.2,1
30661,8,3.3,1
30663,4,3.6,1
30664,15,3.6,1
30665,28,3.9,1
30666,9,1.1,1
30667,33,3.6,1
30669,7,2.3,1
30670,21,2.4,1
30672,9,2.7,1
30673,8,2.7,1
30674,48,3.7,1
30675,30,4.0,1
30676,47,3.7,1
30678,8,3.0,1
30680,15,3.4,1
30681,6,1.3,1
30684,8,3.1,1
30686,30,4.4,1
30687,48,4.7,1
30689,29,3.7,1
30690,28,3.5,1
30691,7,2.8,1
30692,9,2.8,1
30693,81,3.1,1
30694,6,3.0,1
30695,8,2.0,1
30696,22,4.1,1
30698,3,1.9,1
30699,2,1.9,1
30700,9,2.7,1
30708,72,3.6,1
30710,8,2.7,1
30713,10,2.4,1
30714,8,2.5,1
30715,8,2.3,1
30717,6,2.6,1
30718,64,3.4,1
30719,61,3.4,1
30720,49,3.2,1
30721,32,3.9,1
30723,1,3.1,1
30724,55,2.7,1
30725,40,3.7,1
30728,5,2.4,1
30730,11,3.0,1
30731,44,4.2,1
30732,13,2.7,1
30733,10,2.3,1
30735,51,4.1,1
30736,33,3.3,1
30737,13,3.6,1
30738,8,2.6,1
30739,14,2.4,1
30740,51,3.7,1
30742,6,3.6,1
30743,11,2.7,1
30744,36,3.3,1
30746,5,1.9,1
30747,33,3.5,1
30748,4,1.9,1
30749,34,3.6,1
30750,1,2.8,1
30751,65,3.2,1
30753,6,3.2,1
30754,13,3.7,1
30756,8,2.3,1
30758,12,3.4,1
30760,11,2.5,1
30761,7,2.1,1
30762,52,3.5,1
30763,6,3.2,1
30765,51,3.9,1
30766,33,3.6,1
30767,4,2.1,1
30768,50,3.4,1
30771,65,3.1,1
30772,8,3.0,1
30773,34,4.2,1
30774,5,2.5,1
30775,30,3.3,1
30776,8,3.1,1
30777,6,2.9,1
30779,37,3.0,1
30780,9,3.6,1
30787,60,2.9,1
30788,13,3.2,1
30789,9,1.9,1
30790,50,3.3,1
30792,35,2.9,1
30795,85,3.0,1
30796,6,2.9,1
30799,34,4.2,1
30800,16,2.8,1
30803,24,2.3,1
30804,8,1.9,1
30805,47,3.0,1
30806,26,2.4,1
30807,6,3.4,1
30808,55,3.0,1
30810,31,3.4,1
30812,15,3.3,1
30815,9,2.0,1
30817,10,2.5,1
30819,54,3.8,1
30820,25,4.8,1
30821,17,2.8,1
30822,36,3.2,1
30823,31,4.2,1
30824,45,3.7,1
30825,43,3.3,1
30826,5,2.3,1
30827,25,4.3,1
30828,4,2.5,1
30829,68,3.4,1
30830,54,3.1,1
30832,4,2.0,1
30833,51,3.0,1
30834,12,2.8,1
30835,33,3.7,1
30836,48,3.9,1
30837,7,2.4,1
30838,46,3.5,1
30839,58,3.5,1
30840,6,1.8,1
30841,26,4.5,1
30844,12,3.2,1
30845,9,2.3,1
30846,26,3.0,1
30847,3,2.1,1
30848,9,3.0,1
30849,7,2.2,1
30850,9,3.1,1
30851,5,3.0,1
30852,48,3.6,1
30853,7,1.9,1
30855,13,3.2,1
30856,6,3.0,1
30859,51,3.1,1
30861,13,2.4,1
30862,17,3.8,1
30865,8,2.4,1
30866,7,2.3,1
30867,44,3.6,1
30868,10,1.5,1
30869,35,3.3,1
30870,27,4.6,1
30871,29,3.5,1
30872,4,2.6,1
30873,31,4.6,1
30874,6,2.7,1
30875,5,2.2,1
30876,8,2.8,1
30878,47,3.2,1
30879,7,2.1,1
30880,8,2.5,1
30882,23,3.4,1
30883,50,3.4,1
30885,30,3.7,1
30888,4,2.8,1
30890,45,3.3,1
30893,9,2.5,1
30894,11,2.2,1
30895,8,2.3,1
30896,57,4.8,1
30897,8,3.0,1
30899,11,3.1,1
30901,34,3.5,1
30903,37,2.9,1
30904,9,1.9,1
30906,10,2.6,1
30907,32,3.4,1
30908,40,4.0,1
30911,31,4.2,1
30912,13,3.0,1
30914,9,1.9,1
30915,11,2.1,1
30916,21,3.4,1
30917,10,2.6,1
30918,85,3.4,1
30919,55,3.3,1
30920,10,1.8,1
30922,58,3.1,1
30924,1,2.6,1
30927,46,3.6,1
30928,56,3.5,1
30930,7,2.4,1
30931,6,3.6,1
30933,10,3.0,1
30934,28,2.9,1
30936,27,2.5,1
30938,65,4.5,1
30939,8,2.7,1
30940,8,3.2,1
30941,12,4.6,1
30942,13,2.9,1
30943,39,3.7,1
30945,6,2.5,1
30946,1,3.2,1
30947,1,2.4,1
30949,11,2.5,1
30950,1,2.9,1
30953,2,2.3,1
30955,31,4.3,1
30956,5,1.9,1
30957,9,2.2,1
30958,29,3.2,1
30959,51,3.3,1
30961,12,2.6,1
30964,29,3.6,1
30965,50,3.2,1
30966,2,2.4,1
30967,2,2.7,1
30969,8,2.6,1
30970,49,3.2,1
30971,2,3.0,1
30972,2,2.6,1
30973,2,3.1,1
30974,1,2.7,1
30975,2,3.0,1
30977,3,2.9,1
30980,1,2.8,1
30984,8,2.3,1
30986,7,2.4,1
30987,49,3.8,1
30988,9,2.3,1
30990,12,2.6,1
30992,5,2.2,1
30993,8,2.8,1
30996,2,2.0,1
30998,6,2.5,1
31000,7,2.1,1
31001,51,3.3,1
31002,7,2.8,1
31003,7,2.7,1
31005,6,2.7,1
31006,7,2.7,1
31007,35,3.8,1
31010,17,3.1,1
31011,7,2.6,1
31012,48,4.1,1
31013,11,2.4,1
31014,7,2.0,1
31015,10,3.1,1
31016,55,2.8,1
31017,24,3.3,1
31018,16,3.6,1
31019,10,3.4,1
31020,1,2.8,1
31021,45,3.3,1
31022,2,2.6,1
31023,62,3.4,1
31024,7,2.9,1
31025,3,2.1,1
31026,5,2.2,1
31028,7,2.4,1
31030,28,3.3,1
31031,10,2.6,1
31032,7,2.7,1
31033,54,2.6,1
31038,53,4.7,1
31039,15,3.2,1
31040,32,3.6,1
31041,6,2.0,1
31042,49,3.5,1
31043,8,3.3,1
31044,8,2.9,1
31045,44,3.4,1
31048,6,2.1,1
31050,6,2.3,1
31051,10,3.4,1
31052,45,3.5,1
31053,32,3.9,1
31054,30,2.9,1
31055,9,1.9,1
31056,43,3.0,1
31057,62,3.8,1
31058,7,2.5,1
31059,41,3.1,1
31061,17,3.6,1
31062,33,3.6,1
31063,41,3.9,1
31065,8,2.5,1
31066,7,2.4,1
31070,55,2.7,1
31073,6,3.0,1
31074,8,2.5,1
31075,46,3.6,1
31076,6,3.1,1
31078,8,2.6,1
31080,5,2.0,1
31081,7,2.4,1
31083,18,4.4,1
31086,2,1.5,1
31087,67,3.6,1
31088,7,2.6,1
31089,8,2.1,1
31090,53,3.8,1
31092,8,3.4,1
31096,6,2.4,1
31097,7,2.0,1
31100,8,2.2,1
31101,17,3.4,1
31104,7,2.9,1
31106,7,2.7,1
31108,8,2.4,1
31109,7,2.3,1
31110,4,2.0,1
31111,6,2.3,1
31114,53,3.1,1
31115,9,3.1,1
31116,36,3.5,1
31118,54,3.3,1
31120,25,3.8,1
31122,15,2.7,1
31125,34,4.1,1
31130,7,2.3,1
31131,13,2.8,1
31132,16,2.8,1
31134,9,3.0,1
31135,6,2.0,1
31136,4,2.5,1
31138,37,3.9,1
31139,9,2.6,1
31140,19,3.4,1
31142,6,2.4,1
31144,53,3.5,1
31145,6,2.7,1
31146,8,2.6,1
31149,8,2.4,1
31150,56,3.3,1
31153,49,3.2,1
31154,7,2.4,1
31155,7,2.6,1
31159,55,3.2,1
31160,7,3.1,1
31161,39,3.8,1
31162,3,2.1,1
31163,9,2.7,1
31164,9,2.5,1
31165,16,2.9,1
31167,8,2.9,1
31169,9,3.1,1
31171,12,2.1,1
31173,7,2.4,1
31175,7,2.9,1
31176,61,3.2,1
31177,31,3.4,1
31178,7,2.5,1
31179,6,2.7,1
31182,30,4.0,1
31185,9,2.0,1
31186,33,4.0,1
31187,44,3.6,1
31189,25,4.2,1
31190,5,3.0,1
31191,9,2.8,1
31193,31,3.9,1
31196,5,2.6,1
31198,6,2.3,1
31201,39,3.8,1
31202,85,3.4,1
31203,72,4.3,1
31205,12,2.1,1
31206,4,2.7,1
31208,6,3.0,1
31210,51,3.5,1
31211,12,2.5,1
31212,14,3.8,1
31214,3,2.8,1
31215,5,3.0,1
31216,7,2.6,1
31217,7,3.1,1
31218,6,2.8,1
31219,4,2.5,1
31220,3,3.0,1
31222,41,3.4,1
31223,12,2.4,1
31224,5,1.4,1
31226,19,2.9,1
31228,8,3.1,1
31230,18,3.2,1
31233,6,2.1,1
31234,6,2.4,1
31236,16,3.5,1
31237,12,3.7,1
31238,46,3.6,1
31239,55,2.7,1
31240,73,3.5,1
31241,6,2.7,1
31242,47,4.0,1
31243,43,3.0,1
31244,53,3.9,1
31245,16,3.0,1
31246,53,3.6,1
31247,40,3.5,1
31250,50,3.2,1
31251,45,3.2,1
31252,57,3.5,1
31253,45,3.3,1
31254,6,2.2,1
31256,51,4.1,1
31257,12,2.2,1
31258,1,2.7,1
31259,8,2.2,1
31262,46,3.4,1
31263,9,2.4,1
31265,53,3.0,1
31266,7,2.9,1
31268,6,3.1,1
31269,8,3.1,1
31271,42,4.1,1
31272,38,4.1,1
31274,45,3.6,1
31277,46,3.5,1
31278,4,2.1,1
31281,44,3.2,1
31282,10,4.4,1
31286,45,3.8,1
31288,11,4.7,1
31292,5,3.2,1
31293,27,3.4,1
31294,6,2.5,1
31297,50,3.6,1
31299,3,2.7,1
31302,1,2.7,1
31303,60,4.6,1
31304,54,4.6,1
31305,55,3.5,1
31306,23,3.6,1
31307,7,1.4,1
31308,31,3.5,1
31309,8,2.3,1
31311,51,3.6,1
31312,16,3.4,1
31314,9,2.6,1
31315,38,4.0,1
31318,7,2.2,1
31322,51,3.7,1
31323,32,3.4,1
31324,6,2.7,1
31327,7,2.4,1
31330,17,3.2,1
31332,5,3.4,1
31333,38,4.5,1
31334,4,2.4,1
31341,54,3.3,1
31342,9,2.7,1
31343,6,3.0,1
31344,7,2.9,1
31345,41,3.9,1
31346,52,4.7,1
31347,9,3.1,1
31348,56,4.4,1
31349,41,4.4,1
31350,70,3.6,1
31351,33,3.6,1
31352,46,3.6,1
31355,40,3.5,1
31356,8,2.2,1
31357,5,2.5,1
31358,48,3.2,1
31359,50,3.1,1
31360,6,1.9,1
31361,33,4.2,1
31362,27,4.0,1
31363,51,4.1,1
31365,4,2.7,1
31366,11,2.9,1
31367,3,2.4,1
31368,54,3.4,1
31372,5,2.2,1
31374,30,3.5,1
31375,16,2.7,1
31376,25,4.5,1
31379,36,3.2,1
31380,6,2.0,1
31381,7,2.4,1
31385,44,3.4,1
31386,39,3.1,1
31387,8,2.6,1
31388,49,3.2,1
31389,11,3.3,1
31392,38,4.4,1
31393,7,3.1,1
31394,9,1.8,1
31397,9,1.7,1
31401,3,2.2,1
31403,6,1.8,1
31405,8,2.7,1
31406,45,3.7,1
31407,35,3.5,1
31408,11,3.0,1
31409,9,1.7,1
31410,7,2.6,1
31411,7,2.9,1
31412,8,2.7,1
31413,6,1.8,1
31414,9,2.6,1
31415,9,1.9,1
31416,46,3.6,1
31417,6,1.6,1
31418,6,1.9,1
31419,8,2.0,1
31420,8,2.0,1
31421,30,3.6,1
31422,34,3.8,1
31424,6,2.0,1
31426,6,2.1,1
31427,6,1.8,1
31428,55,2.7,1
31429,6,2.2,1
31430,6,2.2,1
31432,8,2.2,1
31434,7,2.0,1
31435,8,2.1,1
31436,8,2.4,1
31437,37,4.1,1
31439,1,2.2,1
31440,6,1.6,1
31441,7,1.9,1
31442,9,2.2,1
31447,55,2.8,1
31449,12,3.0,1
31455,4,2.0,1
31456,42,3.3,1
31457,48,4.2,1
31459,64,3.2,1
31460,8,2.9,1
31461,8,2.5,1
31465,46,3.9,1
31466,24,3.7,1
31469,6,2.8,1
31470,9,2.4,1
31471,2,2.2,1
31473,3,2.2,1
31474,29,3.8,1
31475,4,2.2,1
31477,46,3.8,1
31478,46,3.4,1
31479,11,2.5,1
31480,27,3.9,1
31482,31,3.8,1
31483,52,3.5,1
31484,45,3.2,1
31485,7,2.8,1
31486,35,3.8,1
31487,41,4.3,1
31488,15,3.9,1
31490,43,3.4,1
31491,22,4.4,1
31493,9,2.4,1
31495,9,2.2,1
31498,44,3.1,1
31499,5,1.8,1
31501,51,3.2,1
31502,43,3.7,1
31503,53,3.7,1
31504,50,3.3,1
31505,58,3.1,1
31506,101,3.4,1
31508,9,1.9,1
31509,49,3.2,1
31510,4,3.2,1
31511,4,3.5,1
31512,62,3.4,1
31513,28,3.6,1
31514,8,2.5,1
31518,47,3.5,1
31520,46,3.3,1
31521,35,3.2,1
31522,29,3.7,1
31524,44,3.1,1
31525,13,3.6,1
31527,58,3.2,1
31528,42,3.3,1
31529,4,2.4,1
31530,13,2.5,1
31532,24,3.7,1
31533,50,3.4,1
31534,5,3.0,1
31535,7,3.3,1
31538,107,3.6,1
31541,45,3.4,1
31542,12,2.6,1
31545,7,2.7,1
31546,9,2.6,1
31551,21,4.5,1
31552,35,3.7,1
31553,7,2.8,1
31556,35,3.5,1
31557,16,3.6,1
31561,21,2.9,1
31562,32,3.9,1
31564,53,3.1,1
31566,5,3.0,1
31570,52,2.9,1
31571,47,3.8,1
31573,5,3.6,1
31574,19,3.9,1
31575,10,3.5,1
31576,73,3.4,1
31577,9,2.6,1
31578,59,3.1,1
31579,8,3.1,1
31580,30,3.3,1
31582,23,3.1,1
31584,28,4.0,1
31585,9,2.9,1
31587,35,2.8,1
31588,37,3.9,1
31589,38,3.3,1
31590,29,4.2,1
31592,76,3.1,1
31595,28,3.6,1
31597,41,3.4,1
31599,7,2.4,1
31600,7,2.5,1
31601,7,2.5,1
31602,6,2.3,1
31603,6,2.6,1
31604,35,4.1,1
31605,33,4.1,1
31609,6,3.4,1
31612,7,3.2,1
31615,6,2.1,1
31619,48,3.5,1
31620,57,3.1,1
31621,7,3.3,1
31622,6,2.6,1
31624,17,2.7,1
31627,6,1.9,1
31628,7,2.5,1
31629,8,2.8,1
31631,49,4.1,1
31632,35,2.9,1
31635,39,3.0,1
31637,12,3.8,1
31639,58,3.8,1
31640,5,3.8,1
31641,50,3.5,1
31642,15,2.7,1
31643,15,2.7,1
31644,48,3.3,1
31645,57,2.9,1
31646,71,4.5,1
31649,13,3.6,1
31650,5,2.2,1
31651,7,3.5,1
31652,6,3.2,1
31653,12,4.4,1
31655,48,3.4,1
31656,10,3.3,1
31657,9,2.7,1
31658,40,3.7,1
31660,60,3.8,1
31662,6,2.0,1
31663,36,3.8,1
31665,54,3.7,1
31666,7,2.0,1
31668,29,3.6,1
31670,44,3.5,1
31671,8,2.6,1
31672,8,2.4,1
31673,46,3.6,1
31675,45,3.5,1
31677,7,2.9,1
31680,8,3.2,1
31682,20,2.8,1
31683,33,3.9,1
31684,8,2.5,1
31686,50,3.6,1
31687,47,3.5,1
31691,9,1.7,1
31694,13,2.6,1
31695,40,3.0,1
31696,58,2.9,1
31697,18,3.4,1
31699,7,2.6,1
31700,24,3.3,1
31702,9,2.2,1
31704,52,3.3,1
31705,37,4.0,1
31707,56,3.6,1
31708,5,2.6,1
31710,7,2.4,1
31712,1,3.3,1
31714,51,3.3,1
31715,8,2.7,1
31716,33,4.1,1
31718,8,2.6,1
31721,9,2.5,1
31722,59,4.9,1
31724,50,3.9,1
31725,47,3.2,1
31726,34,3.8,1
31728,53,3.3,1
31729,47,3.9,1
31730,6,2.2,1
31733,56,3.7,1
31734,2,3.1,1
31735,65,2.9,1
31736,322,4.7,1
31737,29,3.3,1
31738,29,3.8,1
31739,13,2.1,1
31741,46,3.5,1
31742,12,3.2,1
31743,73,3.9,1
31744,2,2.7,1
31748,45,3.8,1
31749,74,3.5,1
31750,51,3.9,1
31751,29,3.9,1
31753,34,4.0,1
31756,9,2.3,1
31757,58,3.2,1
31759,13,3.4,1
31760,86,4.6,1
31761,38,3.4,1
31762,35,3.0,1
31763,15,4.1,1
31765,45,3.7,1
31766,34,3.9,1
31768,39,4.2,1
31771,51,3.4,1
31773,42,3.5,1
31774,27,3.9,1
31775,4,2.1,1
31776,52,3.0,1
31777,52,3.6,1
31778,8,3.2,1
31781,7,3.6,1
31783,54,3.1,1
31784,52,3.0,1
31785,12,2.0,1
31787,29,3.4,1
31788,49,4.1,1
31790,11,2.4,1
31791,28,4.1,1
31794,5,3.1,1
31797,7,2.7,1
31799,40,3.5,1
31802,9,3.1,1
31804,37,3.8,1
31805,7,3.0,1
31810,32,3.4,1
31811,31,3.0,1
31816,39,4.1,1
31817,36,5.0,1
31818,46,3.5,1
31821,48,3.6,1
31822,5,2.4,1
31824,7,2.4,1
31825,38,2.9,1
31826,8,2.7,1
31827,28,2.6,1
31828,61,2.9,1
31830,169,5.9,1
31831,7,2.2,1
31833,64,3.4,1
31835,7,3.1,1
31836,9,3.0,1
31837,7,2.2,1
31839,18,4.7,1
31840,38,4.4,1
31841,8,3.1,1
31844,6,3.1,1
31845,5,3.0,1
31846,6,2.4,1
31847,48,3.7,1
31848,6,2.8,1
31849,6,2.5,1
31850,30,3.2,1
31851,32,3.1,1
31852,29,3.5,1
31853,7,2.6,1
31855,53,3.4,1
31856,9,2.8,1
31858,7,2.4,1
31859,8,2.8,1
31860,18,3.2,1
31861,48,3.8,1
31862,40,3.4,1
31863,9,2.4,1
31864,52,3.2,1
31865,27,3.7,1
31867,50,3.5,1
31868,52,3.1,1
31873,45,3.4,1
31875,6,2.4,1
31876,22,3.6,1
31877,32,3.8,1
31879,52,3.5,1
31880,49,3.3,1
31881,24,3.6,1
31882,52,2.9,1
31883,39,2.9,1
31884,8,2.7,1
31885,47,3.9,1
31886,14,2.6,1
31888,51,3.1,1
31890,29,3.6,1
31891,24,2.4,1
31894,36,3.2,1
31895,6,2.6,1
31896,28,3.8,1
31897,33,4.0,1
31898,27,3.9,1
31900,7,2.8,1
31901,44,3.4,1
31904,44,3.3,1
31905,6,2.7,1
31906,47,3.4,1
31908,9,2.2,1
31910,22,4.3,1
31911,56,3.9,1
31916,8,3.1,1
31917,44,2.9,1
31923,58,4.0,1
31925,32,4.1,1
31926,13,3.7,1
31927,55,2.7,1
31928,8,2.8,1
31931,64,3.5,1
31932,6,2.3,1
31934,23,3.9,1
31935,40,3.9,1
31936,35,4.8,1
31937,8,2.8,1
31938,9,3.2,1
31940,9,2.9,1
31941,52,3.4,1
31943,38,3.3,1
31944,55,2.8,1
31945,7,2.9,1
31946,50,3.3,1
31949,47,3.4,1
31951,6,3.0,1
31952,8,2.6,1
31955,51,3.2,1
31956,12,3.7,1
31957,44,3.6,1
31958,59,3.7,1
31960,52,2.7,1
31961,6,3.0,1
31962,31,3.8,1
31963,32,3.6,1
31964,4,2.0,1
31965,5,2.1,1
31967,407,4.8,1
31968,8,3.3,1
31970,6,2.3,1
31971,7,2.4,1
31972,33,3.1,1
31973,35,3.8,1
31975,36,3.4,1
31976,8,2.5,1
31977,8,2.5,1
31979,9,2.5,1
31981,7,2.5,1
31982,66,4.6,1
31984,50,3.3,1
31985,7,2.2,1
31987,40,4.1,1
31988,4,2.3,1
31989,7,2.4,1
31990,48,2.9,1
31992,26,3.9,1
31993,52,3.4,1
31996,4,3.1,1
31998,16,3.3,1
32000,7,2.7,1
32001,7,2.2,1
32003,33,3.4,1
32004,6,2.8,1
32005,55,3.2,1
32006,6,2.3,1
32007,6,2.4,1
32008,14,4.5,1
32009,13,3.3,1
32011,5,2.2,1
32012,45,3.2,1
32013,4,1.9,1
32014,5,2.1,1
32016,29,4.3,1
32019,5,2.2,1
32020,71,3.2,1
32022,38,4.0,1
32023,35,3.6,1
32024,56,3.9,1
32025,24,3.2,1
32026,9,2.9,1
32029,51,3.3,1
32031,82,4.1,1
32032,49,3.4,1
32033,9,2.6,1
32035,8,2.8,1
32037,7,3.1,1
32040,34,3.5,1
32041,27,2.8,1
32042,33,3.2,1
32043,11,2.3,1
32044,7,2.8,1
32045,25,4.5,1
32047,48,3.8,1
32048,15,2.5,1
32049,66,3.0,1
32050,36,3.8,1
32051,53,3.3,1
32052,25,3.8,1
32053,35,4.0,1
32054,53,3.2,1
32058,23,3.0,1
32061,6,2.1,1
32062,37,3.7,1
32063,8,3.0,1
32064,46,3.6,1
32065,43,4.0,1
32066,30,3.4,1
32067,42,3.1,1
32068,8,2.6,1
32069,52,3.2,1
32070,8,2.4,1
32073,9,2.7,1
32075,24,3.1,1
32076,46,3.0,1
32077,25,2.8,1
32079,23,3.1,1
32080,23,3.1,1
32087,75,3.2,1
32088,59,3.3,1
32089,21,2.4,1
32092,10,3.2,1
32093,16,3.6,1
32095,34,3.5,1
32097,53,3.2,1
32100,49,3.3,1
32102,47,3.4,1
32105,27,3.5,1
32107,34,4.2,1
32108,63,3.3,1
32109,45,3.8,1
32110,54,2.9,1
32112,33,3.6,1
32113,21,3.0,1
32115,35,3.3,1
32116,50,3.3,1
32117,21,4.2,1
32118,52,2.8,1
32119,53,3.6,1
32120,53,4.0,1
32121,55,3.1,1
32123,50,3.3,1
32124,49,3.2,1
32126,21,2.9,1
32128,12,2.3,1
32131,9,3.5,1
32132,41,3.7,1
32134,25,4.4,1
32135,7,2.5,1
32136,7,2.6,1
32137,57,3.3,1
32140,8,3.2,1
32145,5,2.6,1
32146,14,4.0,1
32148,38,3.6,1
32149,7,2.9,1
32150,13,4.7,1
32151,15,3.9,1
32156,47,3.5,1
32157,9,3.2,1
32159,43,3.3,1
32160,15,3.2,1
32161,49,3.2,1
32164,52,3.2,1
32165,46,3.2,1
32167,8,2.2,1
32168,15,3.6,1
32169,42,4.0,1
32170,29,3.8,1
32171,10,2.6,1
32173,21,4.0,1
32174,7,3.3,1
32177,33,3.1,1
32178,33,3.5,1
32179,48,3.4,1
32181,52,3.9,1
32182,33,4.0,1
32183,38,4.1,1
32184,40,3.7,1
32185,9,2.7,1
32187,7,2.8,1
32189,8,2.6,1
32190,50,3.1,1
32191,57,3.6,1
32193,8,2.7,1
32194,42,4.0,1
32197,34,3.8,1
32199,31,3.6,1
32201,46,3.6,1
32205,54,3.8,1
32206,12,2.4,1
32208,49,3.8,1
32209,47,3.5,1
32210,31,3.3,1
32211,46,3.7,1
32213,9,2.5,1
32217,5,3.1,1
32218,62,3.8,1
32219,12,2.5,1
32220,34,3.7,1
32221,32,3.4,1
32222,46,3.5,1
32223,32,4.5,1
32226,7,2.4,1
32229,37,4.5,1
32230,30,3.9,1
32232,56,3.7,1
32233,44,3.6,1
32234,49,3.6,1
32235,48,4.3,1
32238,5,2.7,1
32239,92,4.0,1
32240,8,3.4,1
32243,32,3.5,1
32245,17,2.9,1
32248,5,3.3,1
32250,53,3.0,1
32251,50,3.6,1
32252,37,2.9,1
32254,6,2.8,1
32255,6,2.8,1
32257,47,3.3,1
32258,44,4.2,1
32259,6,2.7,1
32260,49,3.7,1
32261,13,3.1,1
32262,45,3.7,1
32264,8,3.3,1
32265,11,1.7,1
32266,36,3.3,1
32268,26,4.6,1
32269,4,2.6,1
32270,8,2.9,1
32271,17,3.9,1
32272,69,3.5,1
32273,8,2.6,1
32275,8,2.7,1
32277,7,2.9,1
32278,5,2.1,1
32279,23,4.1,1
32282,8,3.3,1
32283,29,3.5,1
32284,13,4.0,1
32286,7,2.6,1
32287,23,4.8,1
32288,9,3.2,1
32289,15,4.1,1
32292,8,2.8,1
32293,65,3.4,1
32294,39,3.8,1
32295,5,2.4,1
32296,8,3.1,1
32297,29,2.8,1
32298,47,3.6,1
32299,8,3.3,1
32300,48,2.8,1
32302,9,2.4,1
32303,7,3.2,1
32304,5,2.5,1
32305,20,5.0,1
32306,46,3.6,1
32307,6,3.2,1
32308,48,3.3,1
32310,41,3.7,1
32311,8,3.0,1
32313,10,3.0,1
32314,8,1.8,1
32316,5,2.9,1
32320,5,2.5,1
32321,48,3.1,1
32322,41,3.4,1
32326,43,3.0,1
32327,10,2.7,1
32328,11,2.6,1
32329,21,3.6,1
32331,41,4.6,1
32333,3,1.9,1
32334,34,3.1,1
32335,6,3.0,1
32336,6,2.4,1
32337,73,3.3,1
32338,11,2.6,1
32340,33,4.0,1
32347,45,3.0,1
32348,37,4.3,1
32349,34,2.8,1
32350,31,3.8,1
32352,51,3.3,1
32353,5,2.6,1
32354,32,3.1,1
32355,31,3.3,1
32356,12,3.9,1
32357,51,3.6,1
32358,6,3.0,1
32359,7,2.8,1
32360,8,2.5,1
32361,29,3.3,1
32362,12,3.4,1
32363,19,3.3,1
32364,37,3.3,1
32365,34,3.2,1
32366,14,3.6,1
32367,11,3.5,1
32368,35,3.2,1
32369,11,3.4,1
32370,7,3.0,1
32373,63,3.5,1
32374,5,2.8,1
32380,31,3.4,1
32381,13,3.4,1
32384,9,3.1,1
32386,7,2.0,1
32389,40,4.1,1
32390,14,2.4,1
32391,6,3.4,1
32393,7,3.2,1
32394,26,3.2,1
32395,481,5.4,1
32396,42,3.2,1
32398,7,2.2,1
32399,4,2.3,1
32401,43,3.3,1
32407,11,2.8,1
32409,12,1.8,1
32410,68,3.5,1
32411,7,2.6,1
32412,50,3.5,1
32413,13,3.6,1
32416,49,3.0,1
32418,30,4.3,1
32420,5,2.8,1
32423,4,2.5,1
32424,35,3.2,1
32425,1,2.4,1
32427,10,3.3,1
32428,1,3.1,1
32429,8,2.5,1
32431,47,3.9,1
32433,37,3.2,1
32434,47,3.3,1
32435,31,3.9,1
32437,33,3.3,1
32438,7,3.6,1
32440,14,3.4,1
32441,7,3.1,1
32443,58,3.6,1
32446,15,3.2,1
32448,46,3.5,1
32449,46,4.9,1
32451,9,3.2,1
32453,6,2.4,1
32454,40,4.0,1
32458,39,4.4,1
32459,7,2.5,1
32463,30,5.2,1
32465,10,3.3,1
32466,18,3.3,1
32468,56,3.4,1
32470,42,3.2,1
32471,8,2.5,1
32472,16,3.9,1
32473,62,3.5,1
32474,42,3.6,1
32476,35,3.9,1
32479,14,2.2,1
32480,8,2.7,1
32481,8,2.6,1
32484,49,4.1,1
32485,7,2.3,1
32486,9,3.2,1
32488,47,3.3,1
32489,53,3.3,1
32490,33,4.0,1
32493,3,1.8,1
32494,4,1.6,1
32497,52,3.2,1
32498,56,3.4,1
32499,46,4.9,1
32500,38,4.7,1
32502,45,4.6,1
32503,12,3.1,1
32504,48,3.7,1
32505,39,5.0,1
32507,58,3.4,1
32509,51,3.8,1
