Index,Depth,Magnitude,MaxIntensity
41906,59,4.2,1
41908,6,3.1,1
41911,5,1.9,1
41912,6,2.3,1
41913,3,2.3,1
41914,14,3.4,1
41915,6,2.8,1
41916,10,2.6,1
41917,70,3.5,1
41918,5,1.7,1
41919,2,2.1,1
41920,10,2.7,1
41921,65,3.4,1
41922,41,3.1,1
41923,58,3.4,1
41925,54,3.9,1
41926,5,2.5,1
41927,44,3.2,1
41928,5,2.8,1
41929,6,2.4,1
41930,7,2.8,1
41932,89,3.3,1
41935,3,2.2,1
41936,2,2.1,1
41937,6,3.2,1
41938,5,2.3,1
41939,5,2.4,1
41940,3,2.3,1
41941,4,1.9,1
41943,5,2.0,1
41944,5,2.5,1
41945,5,2.3,1
41946,3,2.2,1
41947,5,1.8,1
41949,3,2.0,1
41951,2,2.0,1
41953,3,2.1,1
41957,3,2.3,1
41958,5,2.0,1
41959,5,2.2,1
41960,4,2.4,1
41961,6,1.8,1
41963,5,1.9,1
41964,6,1.9,1
41967,4,2.1,1
41968,5,2.1,1
41970,4,1.7,1
41971,4,2.2,1
41973,5,2.2,1
41974,6,2.1,1
41975,4,2.3,1
41976,5,2.0,1
41978,5,1.8,1
41980,4,2.1,1
41981,4,2.0,1
41982,4,2.1,1
41983,4,1.6,1
41984,5,1.7,1
41985,4,2.3,1
41986,5,2.3,1
41988,4,2.9,1
41989,5,2.5,1
41990,4,2.3,1
41991,4,2.4,1
41992,4,2.3,1
41993,4,2.3,1
41994,3,2.1,1
41995,4,2.1,1
41999,4,2.0,1
42000,4,1.9,1
42001,3,2.4,1
42003,5,1.8,1
42004,48,3.5,1
42006,5,1.8,1
42007,5,2.2,1
42009,4,2.4,1
42010,5,2.0,1
42011,5,1.9,1
42013,3,2.4,1
42015,4,2.2,1
42016,4,2.3,1
42019,4,2.2,1
42021,3,2.3,1
42023,3,2.1,1
42026,3,2.2,1
42027,3,2.3,1
42028,3,2.0,1
42031,4,2.0,1
42035,4,2.2,1
42036,3,2.1,1
42038,3,2.0,1
42039,4,1.9,1
42040,3,2.1,1
42044,4,2.4,1
42045,3,2.6,1
42046,3,2.2,1
42047,4,2.7,1
42049,3,2.1,1
42050,5,1.6,1
42052,4,2.4,1
42053,4,2.1,1
42056,4,2.2,1
42057,4,2.1,1
42058,5,2.5,1
42061,3,2.1,1
42066,4,1.7,1
42067,5,2.3,1
42068,5,2.4,1
42070,3,2.2,1
42072,4,1.9,1
42073,4,2.6,1
42074,4,2.9,1
42076,4,2.6,1
42078,3,2.2,1
42079,4,2.0,1
42080,4,2.6,1
42083,4,2.3,1
42084,4,2.4,1
42086,12,2.6,1
42087,4,2.5,1
42089,4,1.9,1
42091,3,1.7,1
42092,5,2.0,1
42094,8,2.5,1
42095,3,1.6,1
42096,4,2.0,1
42097,15,3.0,1
42101,6,2.5,1
42102,5,2.6,1
42103,5,2.4,1
42105,5,2.4,1
42109,5,2.1,1
42110,5,2.2,1
42111,6,2.3,1
42112,6,2.3,1
42114,5,2.6,1
42116,6,2.5,1
42118,6,2.8,1
42119,5,2.1,1
42120,5,2.4,1
42121,5,2.3,1
42123,4,2.5,1
42125,5,2.3,1
42126,6,2.7,1
42127,4,2.4,1
42128,5,3.0,1
42132,5,2.5,1
42133,5,2.4,1
42136,5,2.1,1
42137,4,2.3,1
42138,5,2.2,1
42139,5,2.1,1
42141,4,2.1,1
42142,5,2.2,1
42143,5,2.2,1
42144,5,2.4,1
42145,6,2.1,1
42146,6,2.2,1
42147,6,2.8,1
42149,5,1.9,1
42150,4,2.5,1
42152,5,2.3,1
42154,5,2.0,1
42155,5,2.0,1
42156,5,2.5,1
42157,5,2.7,1
42158,6,2.6,1
42159,5,2.4,1
42160,5,2.3,1
42161,5,2.6,1
42163,5,2.0,1
42166,5,2.7,1
42167,5,2.0,1
42169,5,2.1,1
42170,6,2.5,1
42171,5,2.1,1
42172,6,2.6,1
42173,6,1.8,1
42174,5,2.8,1
42175,5,2.2,1
42176,5,2.2,1
42178,6,2.5,1
42179,7,2.4,1
42180,4,2.5,1
42181,6,2.4,1
42182,6,2.8,1
42183,6,2.2,1
42185,5,2.9,1
42186,28,4.3,1
42187,6,2.5,1
42189,6,2.7,1
42190,6,2.4,1
42191,6,2.6,1
42192,91,3.5,1
42195,14,2.6,1
42198,19,3.1,1
42200,72,3.0,1
42202,34,4.2,1
42203,7,2.7,1
42204,8,3.1,1
42205,8,2.6,1
42206,8,3.1,1
42207,9,3.4,1
42208,7,3.2,1
42209,7,2.9,1
42212,14,2.7,1
42213,34,4.0,1
42214,52,4.2,1
42215,44,4.8,1
42216,44,3.7,1
42220,16,2.4,1
42221,16,3.0,1
42222,7,2.9,1
42223,7,2.6,1
42225,11,2.9,1
42227,11,2.7,1
42228,10,1.9,1
42230,37,4.6,1
42231,6,2.8,1
42232,87,3.9,1
42233,8,2.7,1
42235,48,3.0,1
42236,37,4.5,1
42237,36,3.6,1
42238,6,1.8,1
42239,11,2.7,1
42240,42,2.8,1
42241,9,2.1,1
42242,6,2.4,1
42247,10,2.7,1
42248,8,2.5,1
42249,16,4.4,1
42250,26,3.4,1
42252,7,2.7,1
42253,19,2.7,1
42254,149,4.5,1
42257,15,2.7,1
42258,25,4.7,1
42259,11,2.6,1
42261,51,3.1,1
42262,48,2.9,1
42263,3,3.2,1
42265,11,2.4,1
42266,42,3.1,1
42267,12,2.8,1
42271,64,3.7,1
42272,13,2.9,1
42274,34,3.3,1
42275,18,2.9,1
42276,38,3.5,1
42277,15,3.1,1
42280,321,4.9,1
42281,10,2.5,1
42282,49,4.0,1
42283,37,3.4,1
42285,65,3.6,1
42286,36,3.1,1
42289,15,2.4,1
42292,16,3.0,1
42294,17,4.1,1
42297,15,2.7,1
42298,37,3.7,1
42299,12,2.6,1
42300,4,3.1,1
42301,10,2.0,1
42302,11,2.4,1
42306,46,3.4,1
42309,16,3.1,1
42310,110,3.5,1
42311,10,2.9,1
42312,11,3.4,1
42313,66,4.1,1
42314,14,1.9,1
42317,12,3.0,1
42318,10,2.7,1
42320,13,4.5,1
42321,7,2.3,1
42322,32,3.8,1
42323,8,2.1,1
42324,54,3.3,1
42325,19,3.9,1
42326,5,2.6,1
42330,14,3.1,1
42331,37,3.6,1
42332,7,3.3,1
42333,89,4.8,1
42334,44,3.3,1
42336,4,3.1,1
42338,36,4.4,1
42339,63,3.3,1
42340,107,4.4,1
42345,7,2.9,1
42348,46,3.5,1
42349,59,4.6,1
42350,55,4.1,1
42351,31,3.0,1
42352,6,2.9,1
42353,56,3.6,1
42355,13,3.1,1
42356,104,3.6,1
42358,7,1.7,1
42359,9,2.4,1
42361,53,4.1,1
42362,52,3.8,1
42366,7,2.3,1
42369,12,2.6,1
42370,12,2.9,1
42371,17,2.6,1
42372,497,5.2,1
42375,7,2.3,1
42377,7,2.5,1
42378,18,2.8,1
42379,50,4.3,1
42383,9,2.8,1
42388,12,1.7,1
42389,9,1.6,1
42390,58,3.2,1
42391,10,1.5,1
42394,7,2.0,1
42396,30,2.6,1
42401,81,3.3,1
42404,30,2.5,1
42409,37,3.8,1
42410,42,4.8,1
42411,32,3.2,1
42413,4,2.4,1
42414,38,4.2,1
42415,11,3.0,1
42417,15,2.4,1
42418,19,2.6,1
42419,4,2.5,1
42421,9,2.5,1
42423,4,1.8,1
42424,149,4.1,1
42426,144,5.9,1
42429,9,2.8,1
42430,10,2.4,1
42431,44,3.3,1
42432,5,2.4,1
42433,12,2.9,1
42435,9,2.4,1
42438,366,4.8,1
42441,7,2.3,1
42445,77,3.0,1
42446,2,5.1,1
42448,50,3.8,1
42449,22,3.5,1
42451,12,3.0,1
42452,9,2.4,1
42454,81,3.6,1
42455,49,4.3,1
42456,6,2.7,1
42457,4,2.4,1
42459,10,2.7,1
42461,4,2.4,1
42462,51,3.9,1
42464,13,2.6,1
42465,4,2.2,1
42466,8,5.0,1
42470,12,4.3,1
42472,12,2.9,1
42473,74,3.8,1
42475,57,4.0,1
42476,12,2.3,1
42477,10,3.3,1
42478,61,4.6,1
42479,40,3.5,1
42480,28,3.0,1
42481,3,1.7,1
42482,7,2.8,1
42483,53,4.8,1
42484,5,2.2,1
42485,75,3.5,1
42486,40,3.5,1
42487,15,2.3,1
42489,41,3.0,1
42491,57,3.8,1
42492,6,1.7,1
42493,48,4.1,1
42494,73,3.5,1
42496,11,2.3,1
42497,11,2.5,1
42499,95,3.7,1
42500,59,3.8,1
42501,11,2.3,1
42502,11,3.3,1
42503,48,3.7,1
42504,12,2.6,1
42506,31,3.9,1
42508,37,4.8,1
42511,60,3.4,1
42512,81,3.0,1
42513,62,3.5,1
42515,10,2.7,1
42516,40,2.6,1
42517,33,3.7,1
42518,5,2.7,1
42520,9,2.1,1
42521,65,4.0,1
42524,64,4.4,1
42525,16,3.0,1
42526,7,2.2,1
42527,6,2.7,1
42530,11,3.2,1
42531,5,3.1,1
42533,10,2.4,1
42537,32,4.0,1
42538,38,3.5,1
42539,16,2.1,1
42540,46,3.6,1
42543,39,4.0,1
42544,6,3.6,1
42545,96,3.4,1
42546,10,2.2,1
42547,5,2.1,1
42551,88,2.9,1
42554,7,1.4,1
42556,6,2.2,1
42557,26,4.5,1
42558,1,1.6,1
42559,56,4.0,1
42560,12,2.7,1
42564,47,3.7,1
42565,15,2.9,1
42567,38,3.7,1
42568,47,3.9,1
42569,51,4.5,1
42571,51,4.3,1
42572,10,2.0,1
42573,15,4.6,1
42574,52,3.8,1
42575,47,3.6,1
42576,30,4.6,1
42578,7,2.6,1
42581,19,4.5,1
42582,31,3.0,1
42583,7,2.6,1
42586,87,3.0,1
42588,70,3.3,1
42589,19,2.1,1
42590,10,2.6,1
42594,7,3.0,1
42595,7,2.8,1
42596,54,4.2,1
42597,47,3.6,1
42599,40,4.8,1
42600,15,2.6,1
42601,11,2.6,1
42602,7,2.5,1
42605,39,4.4,1
42606,3,2.3,1
42608,20,3.1,1
42609,6,2.2,1
42611,95,4.2,1
42612,119,3.6,1
42613,5,2.4,1
42614,52,4.0,1
42615,61,3.5,1
42617,14,3.4,1
42623,56,4.0,1
42624,9,2.4,1
42625,30,4.3,1
42626,184,5.2,1
42627,51,3.4,1
42628,47,3.4,1
42629,46,3.5,1
42630,6,2.4,1
42631,20,3.1,1
42632,51,3.1,1
42633,6,3.4,1
42635,49,5.4,1
42638,49,4.1,1
42639,19,2.9,1
42642,13,3.2,1
42643,46,5.3,1
42644,19,3.2,1
42649,46,3.6,1
42650,49,3.4,1
42652,48,3.3,1
42655,18,3.0,1
42656,53,3.7,1
42661,19,3.0,1
42662,19,2.6,1
42663,18,2.9,1
42664,62,4.0,1
42666,48,3.3,1
42667,20,2.8,1
42675,7,2.7,1
42676,25,3.5,1
42677,11,2.1,1
42678,11,2.4,1
42679,20,2.8,1
42680,22,3.2,1
42682,22,2.9,1
42683,21,3.3,1
42684,20,3.0,1
42685,21,2.7,1
42688,23,3.1,1
42690,22,3.1,1
42691,23,3.0,1
42692,21,2.7,1
42693,21,2.8,1
42694,23,3.3,1
42695,21,2.9,1
42696,22,3.0,1
42697,23,2.9,1
42698,21,3.1,1
42699,24,3.2,1
42700,25,3.1,1
42702,83,3.2,1
42704,316,4.8,1
42705,13,3.0,1
42707,30,3.9,1
42708,22,5.0,1
42709,3,1.9,1
42711,7,1.9,1
42713,11,2.2,1
42714,11,2.0,1
42716,2,2.9,1
42718,74,3.5,1
42720,9,2.7,1
42721,20,4.6,1
42722,8,2.4,1
42727,7,1.7,1
42729,10,2.7,1
42730,50,3.8,1
42731,14,2.5,1
42732,10,2.6,1
42733,6,2.0,1
42734,7,2.6,1
42735,7,2.5,1
42736,7,3.1,1
42740,6,1.7,1
42741,58,3.2,1
42744,34,3.8,1
42746,50,3.0,1
42747,27,3.9,1
42751,17,2.9,1
42754,35,2.8,1
42755,6,2.4,1
42756,124,4.1,1
42757,42,3.0,1
42760,7,2.3,1
42761,7,2.6,1
42763,42,4.3,1
42766,12,2.1,1
42767,10,2.5,1
42769,105,4.9,1
42770,56,3.5,1
42771,14,3.4,1
42772,49,3.5,1
42774,27,2.8,1
42775,11,2.5,1
42778,10,2.2,1
42779,11,2.2,1
42780,13,3.2,1
42781,10,3.4,1
42783,13,3.5,1
42785,8,3.1,1
42787,8,2.2,1
42788,9,3.0,1
42789,7,2.7,1
42791,18,3.3,1
42792,65,4.3,1
42793,50,3.7,1
42794,46,4.0,1
42796,16,3.6,1
42801,10,3.1,1
42802,49,3.9,1
42804,11,2.2,1
42805,8,2.0,1
42808,51,3.3,1
42812,14,2.9,1
42813,10,2.4,1
42815,14,2.7,1
42817,47,3.3,1
42818,45,3.0,1
42819,6,2.8,1
42820,11,2.3,1
42822,17,2.7,1
42823,89,3.5,1
42825,43,3.1,1
42826,8,2.3,1
42828,13,3.0,1
42830,101,3.3,1
42831,68,3.6,1
42832,89,3.1,1
42833,11,2.0,1
42834,57,3.0,1
42836,64,2.9,1
42837,14,2.8,1
42838,12,3.0,1
42839,7,1.9,1
42840,103,3.2,1
42841,94,3.7,1
42842,9,2.6,1
42843,12,3.3,1
42844,46,3.5,1
42845,4,1.6,1
42846,50,3.7,1
42848,3,1.9,1
42849,4,2.2,1
42850,64,3.3,1
42851,3,1.9,1
42852,3,2.0,1
42855,61,4.1,1
42856,69,3.3,1
42857,4,2.4,1
42858,8,3.2,1
42859,95,3.6,1
42860,3,2.2,1
42861,87,3.5,1
42862,125,3.5,1
42864,11,2.6,1
42866,38,3.6,1
42867,11,2.7,1
42871,8,2.0,1
42873,70,3.6,1
42875,12,2.6,1
42876,9,4.0,1
42877,42,2.7,1
42878,5,2.1,1
42880,41,3.8,1
42881,10,2.7,1
42884,39,3.8,1
42885,11,3.1,1
42886,11,2.9,1
42890,28,5.1,1
42892,83,4.4,1
42893,52,3.3,1
42894,7,3.0,1
42895,18,3.0,1
42896,73,3.1,1
42897,38,3.9,1
42900,37,4.1,1
42901,21,3.7,1
42902,81,3.9,1
42903,10,2.4,1
42905,33,4.2,1
42906,55,3.6,1
42907,8,2.4,1
42908,14,3.4,1
42909,9,3.2,1
42910,7,2.1,1
42911,13,3.2,1
42912,70,5.0,1
42914,68,4.2,1
42916,27,4.6,1
42917,42,4.4,1
42918,7,2.6,1
42919,20,2.4,1
42920,11,2.3,1
42921,57,5.0,1
42923,21,2.3,1
42924,17,2.9,1
42926,52,4.2,1
42927,63,3.5,1
42929,61,3.7,1
42930,24,3.3,1
42931,438,5.1,1
42932,44,3.7,1
42934,10,3.3,1
42937,62,3.4,1
42938,118,3.3,1
42939,29,3.8,1
42941,8,2.5,1
42943,62,3.2,1
42945,51,3.1,1
42946,38,4.5,1
42949,72,3.5,1
42950,72,3.1,1
42951,96,4.7,1
42952,22,3.8,1
42953,355,5.0,1
42955,71,3.8,1
42957,16,2.8,1
42959,10,2.7,1
42960,65,3.1,1
42961,8,1.8,1
42962,6,1.9,1
42963,9,2.2,1
42964,10,2.2,1
42966,10,2.1,1
42968,46,3.6,1
42969,48,3.8,1
42970,6,2.4,1
42971,30,5.0,1
42973,48,3.3,1
42974,13,2.8,1
42976,30,3.0,1
42977,15,2.9,1
42978,8,2.9,1
42979,29,4.3,1
42980,15,2.7,1
42981,8,2.6,1
42982,10,3.3,1
42983,44,3.4,1
42984,49,3.9,1
42988,4,3.1,1
42990,6,3.1,1
42991,18,1.9,1
42992,41,3.5,1
42994,44,3.5,1
42995,14,2.3,1
42997,40,4.9,1
42998,352,4.9,1
43003,12,1.8,1
43004,11,2.5,1
43006,64,3.5,1
43008,10,2.3,1
43009,96,3.4,1
43011,71,3.5,1
43012,8,2.2,1
43014,460,5.0,1
43015,54,3.5,1
43016,23,2.7,1
43017,12,1.8,1
43018,27,3.3,1
43019,7,2.2,1
43021,13,2.0,1
43022,9,2.8,1
43023,123,4.1,1
43025,21,2.7,1
43027,8,2.8,1
43030,6,2.5,1
43031,9,1.9,1
43032,12,2.1,1
43033,33,4.1,1
43034,35,4.1,1
43035,9,1.8,1
43037,6,2.1,1
43038,18,2.3,1
43039,9,2.4,1
43040,85,4.6,1
43041,27,3.9,1
43043,49,3.2,1
43044,8,2.7,1
43046,15,2.7,1
43048,7,2.4,1
43051,90,3.5,1
43052,12,2.4,1
43055,11,2.3,1
43056,12,2.0,1
43061,12,2.3,1
43064,47,3.9,1
43065,52,2.9,1
43067,10,3.1,1
43069,58,3.8,1
43071,12,2.4,1
43072,41,3.4,1
43074,2,2.4,1
43075,25,3.0,1
43076,64,3.2,1
43077,25,2.9,1
43078,8,3.1,1
43079,16,2.6,1
43080,44,2.8,1
43082,30,3.0,1
43083,5,2.8,1
43084,10,3.3,1
43085,64,3.7,1
43087,67,4.3,1
43088,4,2.4,1
43090,6,2.8,1
43091,9,3.3,1
43092,102,4.2,1
43093,49,3.1,1
43094,7,3.3,1
43095,11,2.3,1
43096,418,5.5,1
43099,47,3.5,1
43100,40,3.4,1
43101,66,3.8,1
43102,12,2.7,1
43103,66,3.1,1
43104,46,3.5,1
43105,11,2.5,1
43106,24,4.0,1
43108,122,3.7,1
43109,14,2.7,1
43111,9,2.4,1
43112,4,2.5,1
43116,44,3.4,1
43117,12,2.7,1
43118,42,4.0,1
43120,88,4.7,1
43121,68,3.2,1
43123,12,2.1,1
43124,42,4.0,1
43125,8,2.3,1
43127,12,2.7,1
43129,66,3.2,1
43130,17,2.3,1
43131,11,2.5,1
43132,33,4.0,1
43134,46,3.3,1
43138,15,2.9,1
43141,15,2.8,1
43142,19,3.5,1
43143,59,5.1,1
43144,48,4.0,1
43145,180,5.5,1
43147,2,3.1,1
43148,20,3.3,1
43149,21,3.9,1
43150,30,5.7,1
43151,78,5.0,1
43152,8,1.8,1
43153,5,2.7,1
43154,6,2.3,1
43156,4,3.1,1
43158,43,3.2,1
43159,62,5.0,1
43160,96,3.8,1
43161,18,2.8,1
43162,73,4.8,1
43163,56,3.7,1
43165,7,2.8,1
43167,66,2.8,1
43168,51,3.7,1
43169,39,3.3,1
43170,19,3.2,1
43172,41,3.0,1
43173,42,4.0,1
43174,13,3.7,1
43175,33,3.0,1
43176,57,3.6,1
43177,4,2.2,1
43178,55,3.9,1
43179,11,2.6,1
43180,63,3.6,1
43181,26,3.0,1
43182,17,2.5,1
43185,12,2.7,1
43188,73,3.4,1
43189,27,4.3,1
43192,61,3.2,1
43194,105,3.3,1
43195,7,2.2,1
43196,6,2.4,1
43197,3,2.2,1
43198,9,2.0,1
43201,80,3.8,1
43203,7,2.4,1
43204,13,3.0,1
43206,44,3.7,1
43208,3,1.8,1
43210,8,2.7,1
43211,133,3.7,1
43212,10,1.9,1
43214,12,3.5,1
43215,7,2.9,1
43217,46,3.9,1
43218,48,5.5,1
43222,39,4.2,1
43224,7,3.7,1
43225,48,4.3,1
43226,14,2.3,1
43228,13,3.0,1
43234,7,3.1,1
43235,9,2.4,1
43236,7,2.6,1
43237,8,2.8,1
43238,5,2.6,1
43239,11,2.8,1
43240,34,4.6,1
43243,58,3.7,1
43245,16,2.3,1
43246,4,2.2,1
43247,4,2.3,1
43248,4,2.4,1
43249,4,2.8,1
43250,50,3.2,1
43251,31,4.5,1
43254,14,3.2,1
43255,25,3.3,1
43257,87,3.4,1
43258,48,4.1,1
43259,3,3.9,1
43260,9,3.3,1
43262,164,4.5,1
43264,20,2.7,1
43265,9,2.2,1
43266,35,3.4,1
43267,10,2.0,1
43268,86,3.8,1
43269,13,2.6,1
43270,25,4.4,1
43271,4,2.5,1
43277,13,3.4,1
43278,8,2.7,1
43279,8,2.7,1
43280,8,3.0,1
43281,11,2.0,1
43282,24,2.9,1
43284,63,4.4,1
43285,11,2.0,1
43288,11,3.4,1
43289,82,4.1,1
43290,38,3.5,1
43291,93,3.4,1
43292,124,3.2,1
43293,79,3.7,1
43294,11,2.4,1
43297,73,3.1,1
43299,6,2.3,1
43300,54,3.6,1
43301,11,2.0,1
43302,10,2.4,1
43306,64,3.7,1
43309,14,3.0,1
43310,6,2.4,1
43312,16,3.1,1
43313,7,2.5,1
43314,10,2.7,1
43316,5,2.6,1
43318,9,2.7,1
43319,14,2.9,1
43320,2,1.7,1
43322,51,3.6,1
43323,73,5.2,1
43324,10,2.9,1
43325,44,3.7,1
43328,27,4.8,1
43329,13,3.4,1
43330,36,3.1,1
43332,15,2.5,1
43334,9,2.8,1
43337,7,3.4,1
43338,10,2.6,1
43342,112,3.6,1
43346,12,2.7,1
43350,33,4.5,1
43351,10,2.6,1
43353,25,3.3,1
43354,46,3.0,1
43355,7,2.1,1
43356,2,2.7,1
43358,75,3.4,1
43361,46,3.1,1
43363,17,2.7,1
43364,43,3.3,1
43365,118,4.9,1
43366,14,3.2,1
43367,41,3.0,1
43368,7,2.6,1
43370,8,2.4,1
43371,5,1.7,1
43373,8,3.2,1
43374,62,3.4,1
43375,64,3.1,1
43376,11,4.9,1
43377,12,3.2,1
43378,6,1.9,1
43379,12,2.6,1
43380,13,4.8,1
43384,10,2.2,1
43387,8,2.5,1
43388,59,3.2,1
43391,18,4.3,1
43392,52,3.3,1
43393,44,3.8,1
43396,5,2.3,1
43397,69,3.5,1
43398,36,4.0,1
43400,55,4.2,1
43402,45,3.6,1
43404,67,3.3,1
43408,11,2.5,1
43409,19,3.6,1
43412,12,2.8,1
43413,59,3.2,1
43414,4,2.7,1
43415,4,2.3,1
43417,4,2.1,1
43418,93,3.5,1
43420,4,2.2,1
43423,61,4.8,1
43424,138,3.7,1
43425,6,2.5,1
43426,12,2.8,1
43427,12,2.5,1
43429,13,2.7,1
43431,51,3.5,1
43432,36,4.3,1
43434,52,3.5,1
43436,30,3.1,1
43437,40,4.6,1
43439,43,4.9,1
43440,36,4.1,1
43443,17,3.1,1
43444,6,1.9,1
43445,7,3.0,1
43446,13,2.6,1
43447,4,3.3,1
43448,10,2.8,1
43449,5,2.8,1
43450,48,3.5,1
43451,13,3.5,1
43452,53,3.4,1
43454,48,3.4,1
43457,20,3.8,1
43458,15,2.2,1
43460,10,1.8,1
43462,61,4.6,1
43463,143,3.8,1
43466,73,3.6,1
43467,17,3.4,1
43468,17,3.0,1
43469,4,3.0,1
43471,7,2.1,1
43472,5,3.2,1
43474,5,2.2,1
43476,38,3.2,1
43477,38,3.8,1
43478,61,3.6,1
43479,34,3.8,1
43483,45,5.0,1
43485,32,3.5,1
43486,66,3.0,1
43488,9,2.6,1
43490,42,3.1,1
43492,50,3.7,1
43493,345,5.2,1
43495,3,2.6,1
43497,7,2.0,1
43498,36,3.1,1
43499,22,3.1,1
43500,252,4.6,1
43501,9,3.0,1
43502,7,2.5,1
43504,84,3.7,1
43506,72,3.1,1
43507,22,3.3,1
43508,18,3.6,1
43509,17,2.5,1
43510,17,2.6,1
43511,117,3.6,1
43513,37,4.0,1
43514,6,2.4,1
43518,41,3.7,1
43519,5,2.1,1
43520,9,2.1,1
43521,9,2.0,1
43522,11,3.0,1
43523,41,3.3,1
43525,69,5.4,1
43529,9,3.6,1
43530,117,3.4,1
43532,65,3.3,1
43533,37,3.7,1
43534,5,2.5,1
43537,96,3.7,1
43538,45,3.5,1
43539,8,2.8,1
43542,81,3.4,1
43543,4,2.3,1
43546,55,4.2,1
43549,32,5.3,1
43550,15,4.8,1
43552,34,3.1,1
43553,33,2.9,1
43554,52,3.8,1
43556,5,1.7,1
43557,37,2.9,1
43559,67,3.3,1
43560,35,4.1,1
43562,110,2.9,1
43566,122,4.6,1
43568,49,4.0,1
43571,43,2.7,1
43572,47,4.3,1
43576,4,2.9,1
43577,6,2.1,1
43578,33,3.4,1
43581,9,4.8,1
43583,6,2.8,1
43584,17,2.0,1
43585,13,2.9,1
43586,8,2.8,1
43588,10,2.2,1
43589,9,2.2,1
43591,3,2.5,1
43593,47,3.4,1
43594,50,2.9,1
43596,110,3.7,1
43597,10,2.2,1
43598,53,2.9,1
43599,51,3.5,1
43600,9,1.7,1
43601,65,5.5,1
43606,47,3.9,1
43608,29,3.8,1
43609,23,4.6,1
43613,13,2.0,1
43614,6,2.5,1
43615,18,3.1,1
43616,32,3.7,1
43622,28,3.9,1
43623,9,3.0,1
43624,72,3.8,1
43625,12,3.0,1
43627,8,2.6,1
43628,7,2.5,1
43629,9,2.5,1
43630,36,2.9,1
43631,6,2.8,1
43632,40,2.5,1
43633,14,3.2,1
43634,40,3.9,1
43636,11,2.5,1
43639,5,2.1,1
43640,5,2.0,1
43641,12,2.6,1
43642,11,2.9,1
43643,8,2.8,1
43645,492,6.5,1
43651,45,3.4,1
43653,12,2.6,1
43655,11,2.6,1
43656,15,2.7,1
43657,41,4.0,1
43658,8,2.7,1
43659,46,3.3,1
43661,31,3.8,1
43663,6,2.6,1
43664,118,3.7,1
43665,6,2.7,1
43666,46,3.2,1
43668,38,4.9,1
43670,3,2.1,1
43673,49,4.2,1
43674,9,2.4,1
43675,53,3.6,1
43676,47,3.7,1
43677,46,4.2,1
43678,47,3.8,1
43679,74,3.4,1
43681,3,2.2,1
43682,50,3.5,1
43683,4,2.3,1
43684,4,1.0,1
43685,7,2.0,1
43686,4,2.8,1
43688,40,3.2,1
43690,115,3.4,1
43691,4,2.0,1
43692,12,2.7,1
43693,12,3.0,1
43694,14,2.4,1
43696,14,2.5,1
43697,2,2.6,1
43698,47,3.7,1
43702,14,2.2,1
43703,5,2.0,1
43705,5,2.4,1
43709,12,2.5,1
43710,3,1.8,1
43711,41,4.1,1
43712,14,2.8,1
43713,25,3.5,1
43714,25,3.2,1
43716,19,2.8,1
43717,151,3.1,1
43718,19,3.1,1
43719,8,3.1,1
43723,7,3.9,1
43725,10,2.3,1
43726,12,3.4,1
43727,25,3.4,1
43728,13,2.9,1
43730,14,3.5,1
43732,35,3.4,1
43733,74,3.2,1
43735,61,3.2,1
43736,38,3.1,1
43738,4,2.7,1
43739,84,3.6,1
43740,10,2.8,1
43742,63,3.6,1
43744,65,3.6,1
43745,11,3.7,1
43746,7,3.0,1
43747,5,2.4,1
43748,41,3.8,1
43750,8,2.4,1
43751,21,3.6,1
43753,47,3.5,1
43754,3,2.3,1
43757,46,5.0,1
43759,46,3.6,1
43760,18,2.6,1
43761,47,3.4,1
43762,44,4.1,1
43763,30,3.3,1
43764,17,3.0,1
43767,8,2.8,1
43768,30,3.6,1
43769,8,3.3,1
43770,52,3.8,1
43772,9,2.7,1
43773,10,1.6,1
43776,29,2.9,1
43778,89,5.1,1
43779,19,2.8,1
43780,76,3.1,1
43781,33,4.5,1
43783,29,4.5,1
43784,12,2.5,1
43785,10,2.6,1
43786,53,3.3,1
43788,13,3.2,1
43790,81,3.8,1
43791,9,2.5,1
43794,8,2.6,1
43795,9,2.7,1
43796,39,3.7,1
43799,6,2.1,1
43801,36,4.2,1
43802,4,2.4,1
43803,8,2.8,1
43804,24,2.9,1
43805,37,3.7,1
43806,29,4.0,1
43808,9,2.6,1
43809,4,2.0,1
43810,9,2.5,1
43811,9,2.4,1
43812,7,2.2,1
43813,15,2.3,1
43814,7,3.1,1
43821,9,3.0,1
43822,11,2.7,1
43823,7,2.3,1
43824,8,3.3,1
43825,8,3.0,1
43826,6,2.5,1
43828,10,2.4,1
43829,11,2.6,1
43830,8,3.5,1
43832,35,3.3,1
43833,119,3.6,1
43834,47,3.3,1
43835,12,2.4,1
43836,10,2.4,1
43837,50,4.2,1
43839,3,2.3,1
43840,6,1.9,1
43841,11,2.4,1
43842,69,3.8,1
43843,7,2.0,1
43844,10,2.3,1
43845,34,2.6,1
43846,51,4.6,1
43849,6,1.7,1
43850,15,2.9,1
43851,4,2.5,1
43852,6,2.5,1
43854,12,2.6,1
43855,415,5.6,1
43856,9,2.5,1
43858,125,4.9,1
43863,14,2.4,1
43865,6,3.1,1
43866,12,2.3,1
43867,13,2.8,1
43868,5,2.3,1
43870,2,2.6,1
43872,47,3.7,1
43873,9,2.8,1
