MaxIntensity,Distance,R,G,B
5.4,173.7,255,0,52.12528834354261
5.3,183.0,255,0,66.4029969700437
5.0,211.9,255,10.140262129152532,0
5.4,186.8,255,0,1.9023602261571804
5.4,184.6,255,21.37356272258873,0
5.4,177.7,255,0,14.07150143709886
5.3,163.2,255,0,26.223244153875328
5.4,158.7,255,0,27.19556566631735
5.1,285.3,255,0,122.96779772541406
5.0,255.0,255,0,126.23099056799475
5.1,253.5,255,0,128.2674745548926
5.0,226.5,255,0,4.712451542979488
5.2,226.3,255,0,22.076322857872995
5.4,257.3,255,85.66984630181581,0
5.4,247.6,255,92.65599031699512,0
5.1,250.7,255,81.14734100206387,0
5.3,227.5,255,54.62999881820367,0
5.3,249.1,255,86.8395218874451,0
5.2,254.8,255,63.469132643177076,0
5.1,237.3,255,91.7800694081127,0
5.3,224.3,255,90.48740968383697,0
5.3,232.2,255,63.469132643177076,0
5.1,220.6,255,67.31150000582124,0
5.3,203.7,255,30.062535118585643,0
5.3,201.7,255,34.04773435463836,0
5.2,201.6,255,39.33684291434688,0
5.3,226.3,255,56.91811545344269,0
5.1,191.6,255,108.47455412953927,0
5.4,195.7,255,68.28220227458651,0
5.4,174.6,255,56.629257863036116,0
5.0,266.1,255,49.403681828483116,0
5.1,266.8,255,40.65841545628628,0
5.2,259.1,255,44.791530846669666,0
5.3,273.4,255,42.38124517115703,0
5.4,267.8,255,43.31388286261755,0
5.4,274.1,255,46.51293372103752,0
5.3,266.9,255,136.330920295376,0
5.0,259.0,255,127.52091370100175,0
5.1,283.9,255,162.32628312207532,0
5.4,265.7,255,118.04069509758338,0
5.4,277.2,255,124.69487618966589,0
5.4,279.4,255,130.17749356048802,0
5.1,294.4,255,137.6993207391572,0
5.4,324.7,255,154.01322809029634,0
5.1,348.7,255,134.84253372026535,0
5.2,343.4,255,137.22182051129641,0
5.4,313.6,255,148.40745855294503,0
5.3,331.4,255,132.79945000727722,0
5.2,340.6,255,167.06283287557397,0
5.2,333.6,255,142.8576776152614,0
5.4,335.9,255,144.79967599073387,0
5.4,344.2,255,164.1230042629232,0
5.0,337.2,255,161.90244823097674,0
5.2,338.4,255,159.5229388614845,0
5.3,329.0,255,162.0320233780074,0
5.4,339.0,255,171.91130516492905,0
5.1,339.0,255,139.67703747518834,0
5.2,353.9,255,138.59462909147106,0
5.2,351.0,255,141.3310579425268,0
5.0,350.6,255,156.69706499483655,0
5.0,348.9,255,147.24086231437101,0
5.3,333.7,255,172.42437297934606,0
5.3,323.8,255,136.53124337164695,0
5.4,324.0,255,141.51266870905937,0
5.4,316.6,255,163.51550099420845,0
5.3,314.1,255,193.09471518659225,0
5.0,318.2,255,208.81125608354867,0
5.4,314.9,255,138.38186141990266,0
5.3,345.7,255,157.84567469743732,0
5.0,318.8,255,100.76259031616337,0
5.1,296.5,255,101.58371424679623,0
5.4,278.7,255,93.65396449561871,0
5.0,296.5,255,85.89364416441823,0
5.2,305.4,255,109.01899597647407,0
5.1,359.7,255,115.7493734720355,0
5.0,350.5,255,126.68873537850328,0
5.0,352.2,255,121.6814825483877,0
5.0,336.1,255,128.83791259223392,0
5.0,320.0,255,125.81891567052098,0
5.4,293.9,255,129.34550195213512,0
5.4,300.3,255,111.20655012120048,0
5.3,293.9,255,110.59886887270444,0
5.1,288.4,255,120.00914353721151,0
5.2,326.0,255,127.73754408949381,0
5.0,323.6,255,124.05882395251683,0
5.1,328.3,255,126.561383690172,0
5.1,366.0,255,89.62886342939677,0
5.0,381.7,255,100.53787788740792,0
5.0,394.8,255,105.62837610093338,0
5.0,371.0,255,106.07595479813179,0
5.1,380.5,255,94.84804269753097,0
5.2,362.1,255,125.75583638786388,0
5.1,368.3,255,63.469132643177076,0
5.2,369.2,255,119.85691992945286,0
5.4,364.6,255,121.84644424196748,0
5.4,378.4,255,128.44281263501594,0
5.1,372.6,255,127.69734979894449,0
5.2,362.7,255,63.469132643177076,0
5.2,366.6,255,133.22535623365607,0
5.1,354.5,255,131.97059121641234,0
5.4,357.7,255,134.7582168735894,0
5.0,383.1,255,130.5553431221246,0
5.2,363.7,255,129.04815175068217,0
5.2,372.8,255,133.37856198952645,0
5.0,375.3,255,129.47856590770428,0
5.1,370.6,255,131.59596526131313,0
5.1,385.2,255,122.70780273967098,0
5.2,356.4,255,135.90703322780865,0
5.0,360.3,255,136.59502763534059,0
5.3,379.5,255,132.99541573266072,0
5.1,358.9,255,146.8305599880488,0
5.4,364.8,255,146.7723116784474,0
5.1,371.3,255,155.62905840919964,0
5.1,380.3,255,152.12274798210478,0
5.0,366.3,255,63.469132643177076,0
5.0,357.8,255,139.8472824226982,0
5.1,363.9,255,154.31194297249013,0
5.0,381.6,255,136.67194079226806,0
5.1,365.4,255,63.469132643177076,0
5.0,360.8,255,142.58079300061632,0
5.0,378.7,255,146.92875397088818,0
5.3,327.6,255,196.5814193963974,0
5.0,327.8,255,204.71451159627392,0
5.1,327.9,255,63.469132643177076,0
5.0,368.6,255,199.15329718966922,0
5.4,322.8,255,183.2252009713514,0
5.2,321.3,255,191.25,0
5.2,326.7,255,63.469132643177076,0
5.0,348.6,255,198.77874639514508,0
5.2,368.2,255,180.33072566437014,0
5.2,364.7,255,175.56160955758233,0
5.1,364.3,255,181.0114041584929,0
5.2,369.7,255,175.76091957072106,0
5.1,356.8,255,152.06149782728923,0
5.2,355.2,255,145.63617563421317,0
5.1,343.5,255,180.37890566168346,0
5.0,333.1,255,182.61861449337408,0
5.3,353.6,255,179.1251269291583,0
5.0,369.0,255,172.6741125888936,0
5.1,361.1,255,173.8861286851067,0
5.1,378.5,255,168.76715487717266,0
5.2,350.1,255,174.93171556369765,0
5.2,358.1,255,168.31575798042996,0
5.1,342.6,255,63.469132643177076,0
5.0,428.6,255,189.8971969013323,0
5.0,378.4,255,162.16821299631854,0
5.1,382.6,255,164.63016488907832,0
5.0,382.2,255,163.16402656215428,0
5.0,384.2,255,163.9792925936426,0
5.1,389.6,255,157.3078673833664,0
5.0,387.9,255,155.67393209576923,0
5.0,393.0,255,154.0788103841402,0
5.3,379.7,255,158.58143285376036,0
5.1,383.8,255,153.1921249523822,0
5.0,375.6,255,157.5418389273062,0
5.0,372.4,255,159.47134619669237,0
5.1,377.7,255,159.85931660711486,0
5.0,379.0,255,165.78997244882032,0
5.1,399.6,255,156.10266325533019,0
5.0,415.8,255,156.69706499483712,0
5.1,410.3,255,165.67561211040632,0
5.1,413.0,255,167.18489389672175,0
5.1,412.0,255,169.17367714212767,0
5.2,412.9,255,168.5518524903679,0
5.0,403.6,255,163.22331111303114,0
5.0,400.6,255,167.12097918630764,0
5.0,398.7,255,169.17367714212733,0
5.2,433.8,255,162.5812864981979,0
5.2,447.3,255,160.96868051716768,0
5.1,474.1,255,128.2374601259888,0
5.3,462.7,255,141.77253018743258,0
4.6,312.8,255,0,241.18743018005046
4.6,323.3,255,0,241.49132544758157
4.9,327.7,255,0,243.60764234070632
4.8,308.0,255,0,250.43028618674117
4.5,287.7,255,0,234.86084254824738
4.5,289.0,255,0,241.34977902120835
4.7,291.5,255,0,247.40417423292456
4.9,302.8,253.03982460312125,0,255
4.9,240.2,242.80441972647375,0,255
4.9,273.6,255,0,215.83860817496472
4.7,251.5,255,0,207.45981804573447
4.8,270.2,255,0,228.58751955101084
4.6,274.7,255,0,247.4596596632876
4.9,217.6,255,0,173.14990398077532
4.5,203.4,255,0,174.67290159487735
4.9,191.5,255,0,59.19545324140366
4.8,312.9,255,0,141.48234630952874
4.5,298.4,255,0,129.41406072697998
4.6,286.2,255,0,129.54590746100183
4.6,282.4,255,0,101.17525995344593
4.7,247.8,255,0,116.28329260172367
4.9,268.4,255,0,128.69144620065393
4.5,267.5,255,0,54.12073588022735
4.8,269.3,255,0,63.89134704990025
4.6,266.2,255,0,61.62570875784831
4.5,272.9,255,0,55.81959480218397
4.6,275.7,255,0,73.36273657935429
4.5,263.2,255,0,56.66433017489611
4.7,216.2,255,0,67.76793257892236
4.5,230.5,255,0,55.110106928264905
4.6,238.4,255,0,54.887186179864095
4.6,246.7,255,0,56.10462049674882
4.8,220.2,255,0,37.54201226768067
4.7,218.4,255,0,26.22324415387578
4.7,227.7,255,0,17.252222050396547
4.8,224.9,255,0,31.857394968851374
4.5,223.4,255,0,48.381415502056875
4.6,241.0,255,16.308363998642925,0
4.8,237.3,255,4.508874683623327,0
4.7,233.9,255,9.127238070268746,0
4.7,246.4,255,8.692986077770898,0
4.8,241.4,255,0,7.376744502945208
4.9,209.6,255,46.71815721613806,0
4.7,214.9,255,54.71875662835327,0
4.9,250.9,255,107.50607220138755,0
4.7,238.3,255,102.96791760130635,0
4.7,270.8,255,48.32876722434372,0
4.7,264.7,255,45.38552558527489,0
4.5,266.7,255,36.657028507224574,0
4.7,278.0,255,38.93997494431733,0
4.5,279.2,255,67.58822260200624,0
4.5,283.1,255,43.56759469097446,0
4.5,274.7,255,50.39117592893001,0
4.7,271.3,255,52.522711502099696,0
4.8,351.9,255,133.10606722289268,0
4.6,324.2,255,95.8682981974991,0
4.5,343.3,255,98.73733342332973,0
4.8,303.8,255,100.70858032206763,0
4.9,314.5,255,117.2396643849382,0
4.6,341.7,255,124.46438551978694,0
4.5,332.4,255,120.12201763122715,0
4.6,349.0,255,117.31057023617872,0
4.8,344.2,255,117.87030964618845,0
4.9,324.1,255,111.85187459351997,0
4.6,332.6,255,112.39097126318914,0
4.5,330.3,255,63.469132643177076,0
4.7,328.5,255,121.78083476319145,0
4.8,345.9,255,131.40437831191417,0
4.7,358.2,255,89.55908813478996,0
4.7,409.7,255,83.22375858991866,0
4.8,377.4,255,103.96943660997887,0
4.9,373.6,255,105.64828185278436,0
4.9,363.0,255,102.68388927412838,0
4.9,374.3,255,107.9141245944662,0
4.7,375.0,255,110.1808314071065,0
4.8,379.0,255,113.80167435516009,0
4.9,368.6,255,117.53913645994758,0
4.9,375.9,255,116.08141627776283,0
4.8,373.7,255,114.26947031802673,0
4.8,370.3,255,111.52573602167091,0
4.9,359.4,255,124.41983067832403,0
4.6,403.4,255,102.0303731642645,0
4.9,387.0,255,98.9770828797329,0
4.6,369.4,255,108.30753970927373,0
4.7,373.4,255,120.69470030452439,0
4.9,382.9,255,125.04424045917855,0
4.9,371.2,255,124.48828922668368,0
4.8,389.6,255,121.27974349653576,0
4.9,367.8,255,136.13509386278477,0
4.5,387.9,255,128.01774255029244,0
4.9,390.1,255,117.28850744173627,0
4.5,388.3,255,112.90146750258172,0
4.8,378.0,255,154.19107734849183,0
4.6,375.4,255,153.11633688668988,0
4.6,395.5,255,141.26328908561743,0
4.6,374.1,255,140.57077326514943,0
4.7,367.2,255,151.5351444160766,0
4.8,379.5,255,151.27742612093348,0
4.7,387.4,255,149.96868314400405,0
4.8,385.3,255,147.71262835255118,0
4.9,387.8,255,150.79871606596785,0
4.6,389.6,255,148.79902421360023,0
4.9,374.8,255,138.56161821862887,0
4.6,375.0,255,135.69262513485728,0
4.9,369.3,255,157.76977639456652,0
4.7,385.9,255,145.71922715313872,0
4.7,368.2,255,142.00215593158637,0
4.8,388.7,255,135.70539894080105,0
4.9,391.1,255,136.5508636329,0
4.5,370.4,255,63.469132643177076,0
4.6,389.6,255,145.98481592917594,0
4.8,395.9,255,133.1105024461573,0
4.8,363.0,255,151.0351306158914,0
4.9,368.8,255,145.8391222999881,0
4.6,409.1,255,124.66811717186866,0
4.5,408.3,255,125.12983442549509,0
4.5,375.5,255,195.90243501537574,0
4.7,359.7,255,193.67690033573834,0
4.9,330.2,255,200.98509268121435,0
4.8,326.7,255,202.92220287871257,0
4.8,318.6,255,195.80952442211372,0
4.6,365.5,255,63.469132643177076,0
4.8,357.9,255,198.57743161116787,0
4.7,345.3,255,189.57066756934276,0
4.6,380.0,255,200.49266248709282,0
4.7,373.5,255,199.8592011070215,0
4.9,335.7,255,197.31475793693747,0
4.7,339.7,255,198.99143174430495,0
4.8,330.2,255,187.7465430114084,0
4.9,342.7,255,195.4918542094832,0
4.6,344.7,255,195.46250469379552,0
4.7,353.2,255,194.54043570094413,0
4.6,347.9,255,194.58550456271527,0
4.9,352.0,255,191.25,0
4.9,365.3,255,178.69303574774636,0
4.5,370.4,255,185.00759696386055,0
4.9,371.5,255,166.82835585836622,0
4.8,370.5,255,169.72962837462177,0
4.6,367.9,255,162.10744258007867,0
4.5,357.1,255,161.16458318039778,0
4.9,357.1,255,163.60795520316526,0
4.6,379.1,255,185.16359121730088,0
4.7,362.6,255,158.66608188729018,0
4.8,354.0,255,163.24623201348228,0
4.9,362.7,255,166.20250076372378,0
4.9,361.4,255,179.36171502795517,0
4.9,353.1,255,186.34783558280256,0
4.6,350.8,255,63.469132643177076,0
4.9,346.4,255,184.5802420798169,0
4.5,436.8,255,195.91942605347631,0
4.6,401.0,255,181.91654442877353,0
4.7,382.0,255,206.64130999249878,0
4.9,432.8,255,195.97115195254244,0
4.7,429.5,255,199.40919305231128,0
4.6,385.1,255,160.42392289591746,0
4.9,386.3,255,161.24035061225936,0
4.9,388.9,255,160.78923540379148,0
4.5,388.1,255,158.54178018142935,0
4.6,387.6,255,158.54178018142935,0
4.7,383.9,255,158.97276568348602,0
4.8,383.2,255,161.059779301893,0
4.9,384.0,255,158.97276568348602,0
4.6,381.7,255,160.87703315117827,0
4.7,379.7,255,161.52043273665404,0
4.6,380.6,255,161.52043273665404,0
4.8,379.7,255,163.64650386225682,0
4.5,393.0,255,163.82703272598906,0
4.7,391.9,255,163.82703272598906,0
4.5,393.9,255,163.1944600537646,0
4.6,393.9,255,161.76939504676068,0
4.5,395.0,255,165.41174692918608,0
4.7,399.0,255,164.93137509779748,0
4.9,397.7,255,166.9799791656265,0
4.5,395.0,255,159.11392918241594,0
4.7,394.6,255,160.5267444090424,0
4.9,399.3,255,158.08965556479808,0
4.5,397.8,255,160.7050497328394,0
4.6,390.8,255,160.16384923326487,0
4.6,389.7,255,157.3078673833664,0
4.9,394.1,255,156.29490670988497,0
4.5,384.4,255,157.52391092712278,0
4.6,381.4,255,157.9490182974238,0
4.8,380.3,255,155.03066115115814,0
4.9,379.5,255,160.04979030170242,0
4.8,383.3,255,156.69706499483735,0
4.9,383.2,255,153.80077092637927,0
4.8,388.2,255,155.06555129856145,0
4.8,387.8,255,152.81598913529336,0
4.9,391.6,255,151.85580610304552,0
4.6,375.3,255,159.02214857936872,0
4.8,375.0,255,161.8093229644611,0
4.9,372.3,255,161.62655210859353,0
4.7,374.8,255,165.47407960684657,0
4.6,412.7,255,147.93611713738247,0
4.8,395.2,255,152.89570233855335,0
4.8,395.1,255,154.2941127709451,0
4.8,398.3,255,154.50695422942232,0
4.5,404.3,255,152.39802905001906,0
4.6,402.8,255,152.97220724212477,0
4.5,402.0,255,154.92541996878734,0
4.6,416.0,255,156.69706499483712,0
4.7,400.3,255,149.20083715362424,0
4.7,410.1,255,149.5823751039129,0
4.5,398.9,255,147.82826157366162,0
4.7,400.2,255,147.26809262601918,0
4.5,393.9,255,152.08422109320628,0
4.5,400.7,255,157.49024480499145,0
4.9,402.5,255,146.7116278020111,0
4.5,392.7,255,148.469538108753,0
4.7,409.2,255,152.83219808574063,0
4.6,405.3,255,154.5508243452692,0
4.7,525.4,255,195.13247152610833,0
4.5,408.7,255,166.29132980546603,0
4.9,410.8,255,167.0486694495394,0
4.8,411.5,255,168.4232725439737,0
4.8,416.9,255,168.06403238433876,0
4.9,412.8,255,63.469132643177076,0
4.7,407.0,255,63.469132643177076,0
4.5,418.2,255,166.10235839721616,0
4.6,423.3,255,166.37905810240858,0
4.5,419.8,255,167.58454718311447,0
4.5,419.8,255,167.58454718311447,0
4.5,414.5,255,161.8977699012376,0
4.8,413.2,255,162.49375700415015,0
4.7,413.3,255,159.7841523756517,0
4.5,418.9,255,160.88520192498638,0
4.8,419.5,255,162.2217075171914,0
4.5,420.7,255,164.30418507988364,0
4.5,423.5,255,163.86251616349816,0
4.8,412.4,255,159.0179516289568,0
4.7,409.9,255,159.60736939962624,0
4.7,410.0,255,162.33189685891435,0
4.9,401.0,255,165.08365445002656,0
4.6,400.4,255,162.28019600195893,0
4.8,403.8,255,159.8465360968167,0
4.8,403.9,255,161.227822380598,0
4.5,420.1,255,159.72419188243535,0
4.6,427.7,255,158.92930556206113,0
4.5,423.2,255,157.2607377448341,0
4.7,426.0,255,63.469132643177076,0
4.7,433.2,255,160.00238772045765,0
4.5,436.3,255,158.88747424636833,0
4.5,456.2,255,155.4804088517831,0
4.7,447.7,255,158.47445724619996,0
4.8,452.0,255,156.34568419553528,0
4.5,451.5,255,155.1170125012037,0
4.6,421.9,255,149.4052549366271,0
4.5,380.0,255,38.97011568719246,0
4.9,477.7,255,126.61583343979974,0
4.7,460.5,255,129.86284817090805,0
4.6,461.8,255,127.86764435450135,0
4.8,464.2,255,128.17053500387786,0
4.5,472.7,255,113.98531967550366,0
4.5,453.9,255,128.52855203921214,0
4.5,457.0,255,129.56436825190949,0
4.7,475.2,255,129.64348769957616,0
4.6,476.2,255,127.42196731761015,0
4.5,483.9,255,128.30182038957014,0
4.9,465.4,255,144.35461173618688,0
4.6,466.6,255,137.6178802529195,0
4.5,468.8,255,136.7276727963148,0
4.8,466.5,255,137.6178802529195,0
4.5,442.4,255,99.93686590248025,0
4.5,439.7,255,97.58268021108466,0
4.8,451.4,255,108.76186989246213,0
6.0,158.5,255,63.469132643177076,0
6.2,173.8,255,0,58.64781293308233
6.1,176.9,255,76.36884389566767,0
6.0,331.3,255,137.64208332042068,0
5.6,145.7,255,0,171.96446684139778
5.6,150.1,255,0,168.83594218125478
5.5,204.2,255,0,176.13623034941597
5.8,141.0,255,0,133.44769430420024
5.7,181.1,255,0,91.8985835435951
5.7,156.5,255,0,88.73582174236869
5.7,194.1,255,0,29.594741237574024
5.6,172.3,255,0,20.762110914498276
5.5,140.6,255,0,51.58150393499193
5.7,159.2,255,0,38.36735504053896
5.8,233.2,255,66.90366979120185,0
5.5,249.1,255,99.38718949315877,0
5.5,215.2,255,129.75125007472042,0
5.7,212.9,255,110.5142198391744,0
5.8,285.5,255,151.9988738540453,0
5.5,277.6,255,138.11045693349058,0
5.7,324.9,255,156.69706499483755,0
5.6,315.0,255,148.7160858438747,0
5.6,308.5,255,187.50403301452653,0
5.7,300.0,255,168.48774356786654,0
5.6,288.2,255,118.83948686859173,0
5.0,300.8,255,0,244.38954306651056
5.1,229.7,255,0,185.07094427328718
5.4,201.0,255,0,147.45440250774485
5.0,162.5,255,0,137.27676591921175
5.1,187.7,255,63.469132643177076,0
5.4,183.5,255,5.843047817420565,0
5.1,183.1,255,27.376800422173922,0
5.0,137.6,255,0,55.81959480218454
5.2,212.9,255,33.83744128678466,0
5.4,256.7,255,85.66984630181581,0
5.2,231.1,255,55.46262135308461,0
5.3,214.3,255,69.65554641964873,0
5.3,249.3,255,46.646534484453205,0
5.2,261.9,255,140.28895133908333,0
5.1,349.8,255,148.16433362438823,0
5.0,318.8,255,99.2120465867046,0
5.1,278.2,255,103.21475691151846,0
5.3,315.9,255,116.68065283079146,0
5.4,305.0,255,130.50791592095828,0
5.2,363.2,255,138.4145923300857,0
5.1,338.6,255,190.3955927592033,0
5.0,370.8,255,179.6631782758984,0
5.2,340.0,255,184.48765384742302,0
5.0,358.7,255,160.48069106435668,0
5.1,385.1,255,161.24035061225936,0
5.0,376.6,255,164.9663372559501,0
5.1,411.6,255,169.17367714212767,0
